,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Year,Item_Outlet_Sales
9964,8,20.35,9185,0.141816013,1989,122.2072,1550,7996,3980,9294,23,5578.655747276191
9965,8,7.75,9185,0.04320284,1086,95.6436,1553,1553,5583,9294,33,3675.686199365401
9966,9,7.475,9185,0.075727897,1548,154.7656,1550,7996,3980,9294,23,7097.888242235721
9967,8,10.895,9185,0.020947887,858,257.5672,1550,7996,4641,9294,16,10224.402879585203
9968,9,12.6,9185,0.012480591,1548,186.2556,925,7996,5583,1805,22,1075.2281310994215
9969,9,15.25,9185,0.06127993,1548,129.6968,1550,4655,3980,9294,21,5115.7545793000145
9970,10,16.35,5019,0.062399603,2013,224.7062,1550,7996,4641,9294,16,8887.120455115577
9971,9,20.0,5019,0.104063695,1084,104.5622,1550,7996,4641,9294,16,4082.018367284936
9972,10,11.3,9185,0.047708667,1548,178.366,1550,7996,4641,9294,16,7030.800683757995
9973,10,9.27,9185,0.061912597,1136,150.105,1548,7996,4641,9294,18,6166.558267534036
9974,10,12.65,9185,0.035611045,1086,228.301,1543,7996,4641,9294,13,8113.238882604748
9975,8,10.395,5019,0.091172403,1086,48.6008,1550,7996,3980,9294,23,2187.2569760552233
9976,9,7.905,9185,0.009963834,1989,250.8408,1559,4655,5583,1559,35,15662.613560864516
9977,9,17.1,9185,0.032694281,1426,147.8392,1548,7996,4641,9294,18,6077.295150520791
9978,9,12.15,9185,0.016397122111111113,1548,117.515,880,7996,3980,1805,35,660.1189181112347
9979,10,15.6,9185,0.025302804,1989,176.8054,1546,4655,5583,1546,11,6468.14494527933
9980,8,5.21,9185,0.011027014,1548,260.6962,1550,4655,3980,9294,21,10423.389931977139
9981,9,10.695000000000002,9185,0.054986030222222225,1548,36.2848,1559,4655,5583,1559,35,2191.166526231892
9982,8,18.5,9185,0.052280828,1989,117.3124,1546,4655,5583,1546,11,4259.2452744069005
9983,8,20.35,9185,0.083729547,736,184.4292,1553,1553,5583,9294,33,7156.561543783331
9984,10,19.2,5019,0.094064368,1426,187.0214,1550,4655,3980,9294,21,7416.058097708882
9985,10,7.51,9185,0.017527666,2013,228.001,1543,7996,4641,9294,13,8110.265250944364
9986,9,21.2,5019,0.007055259,269,175.4738,1548,7996,4641,9294,18,7248.3709413373235
9987,9,17.6,5019,0.041445492,1989,35.219,1550,4655,3980,9294,21,1361.089692573441
9988,9,16.0,5019,0.172726426,1989,156.7972,1550,7996,4641,9294,16,6156.967377355679
9989,10,15.2,9185,0.084284513,736,254.933,1546,4655,5583,1546,11,9365.931527391884
9990,9,13.35,9185,0.06448577,1989,239.4564,925,7996,5583,1805,22,1384.830940808316
9991,10,15.6,5019,0.035499428,1989,115.7518,1550,7996,4641,9294,16,4532.905948630204
9992,10,6.4,9185,0.084343183,1426,39.7796,1559,4655,5583,1559,35,2404.357678263861
9993,10,6.785,5019,0.023068402,1989,209.7928,1546,4655,5583,1546,11,7697.049470216679
9994,9,20.85,9185,0.021450443,2013,103.6306,1543,7996,4641,9294,13,3638.8171160277793
9995,9,8.42,9185,0.070227182,1548,217.1192,1559,4655,5583,1559,35,13489.51375477484
9996,9,9.395,9185,0.159334462,726,224.372,1550,7996,3980,9294,23,10341.295908710435
9997,10,7.5,9185,0.032468955,1426,236.1906,1559,4655,5583,1559,35,14709.800695515163
9998,10,17.7,9185,0.051227193,1548,127.2678,1543,7996,4641,9294,13,4478.250808568731
9999,10,16.35,9185,0.034643462,1548,127.402,1553,1553,5583,9294,33,4920.30503844799
10000,9,17.1,9185,0.038956669,1548,165.1842,1543,7996,4641,9294,13,5839.046450304771
10001,8,12.1,9185,0.114317778,1086,221.5114,1559,4655,5583,1559,35,13757.66073568746
10002,10,11.65,9185,0.039725274,1989,228.2694,1559,4655,5583,1559,35,14204.758987250676
10003,9,6.3,9185,0.127707501,1084,211.327,1548,7996,4641,9294,18,8720.899563848716
10004,10,16.85,5019,0.026573609,1084,94.912,1548,7996,4641,9294,18,3874.9876398270117
10005,9,18.25,9185,0.060237241,269,164.9526,1550,7996,4641,9294,16,6491.834851348926
10006,10,15.2,9185,0.091949401,1989,227.4352,1548,7996,4641,9294,18,9400.956609859968
10007,9,5.48,9185,0.015095622,1426,82.325,1553,1553,5583,9294,33,3160.7611816908443
10008,9,12.6,9185,0.048881014,416,63.7194,1548,7996,4641,9294,18,2582.7148878116727
10009,8,12.8,5019,0.10930640975,416,140.3838,1559,4655,5583,1559,35,8655.801279941425
10010,10,20.35,9185,0.065726925,1548,128.6678,925,7996,5583,1805,22,736.7014501496772
10011,9,18.5,9185,0.025636945,736,89.1172,1559,4655,5583,1559,35,5465.625862643603
10012,9,7.72,5019,0.088502045,2013,116.2466,1550,4655,3980,9294,21,4574.860464344297
10013,9,15.2,9185,0.019073386,1989,237.7248,1548,7996,4641,9294,18,9854.443299398095
10014,9,8.895,5019,0.039200151,1086,207.5296,1546,4655,5583,1546,11,7607.169344139427
10015,9,16.75,9185,0.021344178,362,52.2298,1543,7996,4641,9294,13,1813.8818442609186
10016,10,5.175,9185,0.030355463,858,35.0874,1550,7996,3980,9294,23,1573.2066868742425
10017,9,6.785,5019,0.07027007,736,43.9112,925,7996,5583,1805,22,247.08717054175662
10018,10,9.695,9185,0.130733334,2013,188.3898,1543,7996,4641,9294,13,6662.383394841968
10019,9,9.8,5019,0.140584452,1086,52.3008,1550,7996,4641,9294,16,2018.3308936218198
10020,10,13.65,5019,0.026597059,736,36.3532,1550,7996,4641,9294,16,1397.8988086286383
10021,10,7.35,5019,0.014365128,2013,242.8512,1550,7996,3980,9294,23,11244.19535860048
10022,10,18.35,9185,0.033281349,1136,154.134,1548,7996,4641,9294,18,6340.153467811246
10023,9,15.35,9185,0.128309411,726,92.112,880,7996,3980,1805,35,513.9517678952564
10024,9,10.195,9185,0.080619969,1989,119.144,1546,4655,5583,1546,11,4324.260389507733
10025,9,12.85,9185,0.181092301,2013,231.6642,925,7996,5583,1805,22,1337.1647826681562
10026,9,17.0,5019,0.015887996,1989,228.6352,1559,4655,5583,1559,35,14245.73168035359
10027,9,7.93,9185,0.005559688,1426,121.2414,1548,7996,4641,9294,18,4980.110187156193
10028,10,7.06,5019,0.07686393,269,60.4904,880,7996,3980,1805,35,335.4752650998551
10029,9,12.1,9185,0.015431545,1548,162.7526,1550,7996,4641,9294,16,6415.8081042182475
10030,9,8.985,9185,0.183368339,2013,100.07,1550,7996,4641,9294,16,3900.8660466614438
10031,9,5.485,9185,0.042751812,858,164.5842,1550,7996,3980,9294,23,7561.569842341074
10032,9,16.7,9185,0.070141633,1136,214.985,1550,7996,4641,9294,16,8495.244465495078
10033,9,5.32,9185,0.162626685,858,103.6674,880,7996,3980,1805,35,579.339099232448
10034,10,20.7,5019,0.100174939,2013,123.2388,1550,7996,3980,9294,23,5629.183333625856
10035,8,18.0,9185,0.015513314,858,156.9604,1546,4655,5583,1546,11,5735.001431370313
10036,10,6.635,5019,0.046081489,1426,38.0506,1550,7996,4641,9294,16,1463.143144808711
10037,9,6.895,9185,0.022456327,736,141.2812,1550,7996,4641,9294,16,5553.88708454142
10038,10,18.25,9185,0.044340045,362,173.908,1548,7996,4641,9294,18,7164.623044328595
10039,9,8.1,5019,0.224830093,1084,40.248,925,7996,5583,1805,22,225.7980329094567
10040,9,7.02,9185,0.083464455,1136,82.425,925,7996,5583,1805,22,468.4129628053929
10041,10,15.7,5019,0.06337778,1426,126.2046,925,7996,5583,1805,22,722.4095448446408
10042,9,16.25,9185,0.057512493,2013,125.5046,1548,7996,4641,9294,18,5141.634785939834
10043,10,11.8,5019,0.025926223,736,99.9674,1550,7996,3980,9294,23,4559.295864135089
10044,8,6.11,5019,0.152573001,726,45.1086,1546,4655,5583,1546,11,1610.415433608004
10045,9,4.61,9185,0.122550245,362,176.1396,1553,1553,5583,9294,33,6826.2838759310225
10046,9,17.5,9185,0.097885516,726,172.6738,1550,7996,4641,9294,16,6796.194751093581
10047,10,9.6,9185,0.08454227,1086,107.128,1559,4655,5583,1559,35,6578.971481970538
10048,10,16.1,5019,0.083694927,1426,124.8362,880,7996,3980,1805,35,700.3630883067676
10049,8,19.2,9185,0.124555719,1084,90.3488,1546,4655,5583,1546,11,3262.6600322249433
10050,8,16.2,9185,0.103473165,1084,103.799,1550,7996,3980,9294,23,4727.952717092422
10051,9,15.5,9185,0.053372178,726,43.377,1550,7996,3980,9294,23,1950.0238148452115
10052,9,8.51,9185,0.051945908,1548,141.547,1550,7996,3980,9294,23,6485.6849047270525
10053,10,7.51,9185,0.029172707,2013,228.201,925,7996,5583,1805,22,1320.1485245841363
10054,9,17.0,5019,0.027953194,1989,229.4352,880,7996,3980,1805,35,1301.799288536592
10055,9,9.8,9185,0.09060629,280,195.0478,1550,4655,3980,9294,21,7739.95712965393
10056,9,14.0,9185,0.024430294,1548,42.6454,1546,4655,5583,1546,11,1524.9186263130412
10057,10,11.395,5019,0.069695361,736,233.7616,1550,4655,3980,9294,21,9306.595114605996
10058,9,7.275,9185,0.02800432,1989,146.976,1548,7996,4641,9294,18,6042.521805572324
10059,9,10.5,5019,0.116651733,1086,162.421,1550,7996,4641,9294,16,6384.838731973438
10060,8,6.13,9185,0.076364306,1136,63.0536,1559,4655,5583,1559,35,3839.9371258619403
10061,9,10.895,5019,0.03258625,1426,145.6102,1546,4655,5583,1546,11,5308.48098959978
10062,9,7.21,5019,0.144631478,1989,100.6332,1550,7996,3980,9294,23,4579.3733027853805
10063,9,20.7,5019,0.113564473,1136,92.6436,1559,4655,5583,1559,35,5673.888225998477
10064,10,11.65,5019,0.010940934,736,110.4544,1548,7996,4641,9294,18,4526.038773369987
10065,10,7.63,5019,0.134597662,1989,44.7402,1553,1553,5583,9294,33,1695.8997563321088
10066,8,9.195000000000002,9185,0.114329308,1426,59.4246,1559,4655,5583,1559,35,3613.490095845456
10067,9,14.15,9185,0.036268455,2013,122.5046,880,7996,3980,1805,35,687.8601218129203
10068,10,12.3,9185,0.111447593,1086,33.4874,1550,4655,3980,9294,21,1291.3726299129669
10069,10,18.35,9185,0.03305315,1136,152.334,1559,4655,5583,1559,35,9420.370642282827
10070,9,9.395,5019,0.220221011,1426,88.1198,925,7996,5583,1805,22,500.64940982688637
10071,10,6.89,5019,0.135767734,1989,191.282,1559,4655,5583,1559,35,11849.387781022107
10072,8,17.2,9185,0.156615836,736,160.6578,1548,7996,4641,9294,18,6598.9174180024365
10073,10,14.85,9185,0.018556186,1084,187.1214,1553,1553,5583,9294,33,7277.703266178733
10074,9,7.93,9185,0.00557982,1426,121.1414,1543,7996,4641,9294,13,4272.231968016091
10075,10,10.5,5019,0.043756113,2013,216.3508,880,7996,3980,1805,35,1225.649535052799
10076,9,13.15,9185,0.020170768,416,85.4566,1559,4655,5583,1559,35,5239.303036017445
10077,9,11.15,9185,0.032256191,858,165.1526,1550,7996,3980,9294,23,7591.028711754954
10078,10,17.85,9185,0.046625941,736,152.3682,1550,7996,4641,9294,16,5991.0178898886825
10079,10,18.5,5019,0.062353714,1426,145.4418,1550,4655,3980,9294,21,5747.241414364077
10080,8,14.3,5019,0.030135186874999997,1086,98.7726,1550,4655,3980,9294,21,3882.7237800329
10081,9,13.8,9185,0.09698132,1136,55.593,1553,1553,5583,9294,33,2115.60033562217
10082,8,18.2,5019,0.066241884,2013,250.9092,1553,1553,5583,9294,33,9787.684843664949
10083,10,14.6,5019,0.04302561,2013,110.0254,1550,4655,3980,9294,21,4330.468154694539
10084,10,13.3,9185,0.009579343,1989,62.351,1550,7996,4641,9294,16,2421.86709001863
10085,10,5.735,9185,0.095341405,2013,178.037,925,7996,5583,1805,22,1024.185775518258
10086,9,14.15,9185,0.037985629,269,123.1046,1548,7996,4641,9294,18,5044.607779478881
10087,9,12.15,9185,0.050071843,1548,152.4708,880,7996,3980,1805,35,858.7581797748821
10088,8,17.85,9185,0.0157896545,858,96.8094,1553,1553,5583,9294,33,3726.340066857566
10089,9,20.35,5019,0.030901894,1136,254.2672,1553,1553,5583,9294,33,9931.147977744085
10090,10,10.895,9185,0.064663519,2013,194.0794,1550,7996,4641,9294,16,7657.3959844550955
10091,10,19.7,9185,0.065053427,1084,86.6198,1548,7996,4641,9294,18,3526.9249988360234
10092,8,8.92,9185,0.113742252,1548,178.137,1546,4655,5583,1546,11,6504.261942395079
10093,8,6.11,5019,0.15121816,726,45.9086,1559,4655,5583,1559,35,2778.9874204353778
10094,10,6.865,9185,0.056555477,1989,214.2218,1559,4655,5583,1559,35,13310.565777301033
10095,9,20.35,5019,0.151688857,736,80.6276,1546,4655,5583,1546,11,2905.5021543510547
10096,9,13.6,9185,0.010049688,1548,174.937,1543,7996,4641,9294,13,6200.981337009391
10097,8,13.5,9185,0.054944247,858,36.3874,1553,1553,5583,9294,33,1376.3929282694037
10098,9,10.8,9185,0.028943289,1989,239.6222,1550,7996,3980,9294,23,11081.680535826583
10099,9,10.195,9185,0.080417724,1989,121.244,1550,4655,3980,9294,21,4775.38799126283
10100,10,12.15,9185,0.219568112,1426,248.346,925,7996,5583,1805,22,1434.677521464138
10101,10,11.5,9185,0.1784756932,1989,125.6704,1550,7996,3980,9294,23,5737.521654860556
10102,10,11.15,9185,0.119952711,1136,45.2744,1550,7996,3980,9294,23,2034.4689806657864
10103,9,7.97,9185,0.021535488,89,109.6596,1550,7996,3980,9294,23,5010.05416272562
10104,10,5.44,9185,0.025479919,1136,238.5538,1550,7996,3980,9294,23,11033.40113276299
10105,9,15.5,5019,0.100970195,2013,195.8768,1548,7996,4641,9294,18,8076.044074024585
10106,10,17.0,9185,0.05250462,858,121.673,1543,7996,4641,9294,13,4278.1453650964595
10107,10,5.425,5019,0.113918065,1086,87.9514,1559,4655,5583,1559,35,5381.995427668842
10108,9,8.8,9185,0.07157425,1989,207.9612,1548,7996,4641,9294,18,8586.583617442233
10109,9,17.5,9185,0.097822555,726,175.4738,1553,1553,5583,9294,33,6802.1629567086575
10110,8,12.1,9185,0.148381569,2013,104.928,1550,7996,3980,9294,23,4777.853027916208
10111,8,11.8,5019,0.026230365,1084,39.1138,1559,4655,5583,1559,35,2367.252227750317
10112,10,7.605,9185,0.129972082,2013,162.921,1543,7996,4641,9294,13,5748.288038369929
10113,9,11.5,5019,0.037628842,1989,109.5254,1550,4655,3980,9294,21,4311.263229639678
10114,10,12.8,9185,0.121893603,269,261.3252,880,7996,3980,1805,35,1482.8574232565566
10115,10,18.35,9185,0.088965771,1548,189.8504,1550,7996,4641,9294,16,7484.6214251450265
10116,10,16.1,5019,0.110885027,1136,181.3318,880,7996,3980,1805,35,1023.0491265624712
10117,10,16.35,9185,0.03466576,1548,125.902,1550,7996,4641,9294,16,4937.221936811751
10118,8,10.1,9185,0.040795805375,362,60.7878,1550,4655,3980,9294,21,2369.99168218633
10119,9,12.65,5019,0.156014453,2013,238.9538,1550,7996,4641,9294,16,9448.11005022414
10120,9,10.1,9185,0.167836117,726,241.0512,1546,4655,5583,1546,11,8839.630840561354
10121,10,5.305,5019,0.046989556,736,184.3608,1553,1553,5583,9294,33,7159.518716147426
10122,10,7.605,9185,0.129767515,2013,161.821,1546,4655,5583,1546,11,5898.338453034776
10123,10,7.31,9185,0.02665921,1989,111.157,1559,4655,5583,1559,35,6841.244606064778
10124,9,17.35,9185,0.020591811,280,81.0618,1550,4655,3980,9294,21,3178.0633636885555
10125,10,20.7,5019,0.07961949,1086,98.6042,1546,4655,5583,1546,11,3567.9700146395594
10126,10,8.27,5019,0.089693419,1989,152.2708,1550,4655,3980,9294,21,6018.541913842302
10127,8,14.15,5019,0.02438425,2013,194.411,1553,1553,5583,9294,33,7563.03927188784
10128,9,10.8,9185,0.058671483,362,73.838,1546,4655,5583,1546,11,2660.524785592611
10129,10,17.75,5019,0.156072361,1136,240.2538,1559,4655,5583,1559,35,14934.855404570422
10130,8,18.6,9185,0.047987061,1989,186.8898,1548,7996,4641,9294,18,7707.528756727293
10131,10,6.42,9185,0.053579102,1136,177.3002,1548,7996,4641,9294,18,7304.752191325509
10132,10,12.3,9185,0.009408748,1086,74.838,1550,7996,4641,9294,16,2915.509278102925
10133,9,15.6,9185,0.066713516,280,184.2924,1550,7996,4641,9294,16,7264.893174639301
10134,9,8.645,9185,0.036130545,1084,52.6982,925,7996,5583,1805,22,297.67306338467966
10135,10,8.52,9185,0.027036842,726,150.8682,1553,1553,5583,9294,33,5844.417861874818
10136,9,9.895,9185,0.060160503,1548,232.2642,1550,4655,3980,9294,21,9247.885227306511
10137,9,10.195,9185,0.051953489,416,33.8558,1543,7996,4641,9294,13,1166.1863793777327
10138,9,12.35,5019,0.03285739155555555,736,199.0426,1553,1553,5583,9294,33,7742.992260400106
10139,8,15.75,9185,0.277579189,1136,39.6506,925,7996,5583,1805,22,222.3289450000183
10140,8,13.8,9185,0.013338995,1084,109.7254,1543,7996,4641,9294,13,3858.8740923699092
10141,10,7.42,5019,0.025793045,1989,187.9872,1548,7996,4641,9294,18,7760.102519029944
10142,9,15.6,5019,0.099125013,1136,63.0194,1550,7996,4641,9294,16,2440.4373909180645
10143,9,10.895,5019,0.032447909,1426,146.9102,1550,7996,4641,9294,16,5775.888819821995
10144,9,6.425,9185,0.062869397,186,132.8626,1559,4655,5583,1559,35,8191.002020849292
10145,9,16.0,5019,0.1719225,1989,156.7972,1559,4655,5583,1559,35,9679.027238921395
10146,8,18.6,9185,0.01270511,1548,122.8414,1546,4655,5583,1546,11,4471.9330908513875
10147,10,12.5,9185,0.103863648,1548,168.8448,1546,4655,5583,1546,11,6160.435981751726
10148,9,20.75,9185,0.007583861,1989,107.0622,1546,4655,5583,1546,11,3891.6442708529057
10149,9,20.35,9185,0.060822826,1086,234.6616,1548,7996,4641,9294,18,9710.023443698794
10150,9,9.8,9185,0.107320959,2013,176.337,1543,7996,4641,9294,13,6231.19308905103
10151,10,17.85,9185,0.087395867,416,194.2794,1553,1553,5583,9294,33,7544.654538595487
10152,10,10.8,5019,0.08429269,1086,40.6138,880,7996,3980,1805,35,223.7747365869873
10153,9,6.235,9185,0.020280634,1548,258.4962,1546,4655,5583,1546,11,9517.483103115717
10154,9,10.85,9185,0.024495557,1548,117.0808,1559,4655,5583,1559,35,7212.682470868776
10155,8,9.8,5019,0.056474207,416,85.6908,1550,4655,3980,9294,21,3357.9100447830515
10156,9,6.215,9185,0.012148905,2013,36.5848,1550,7996,3980,9294,23,1643.5049134697479
10157,8,7.935,9185,0.026782272625,1548,264.791,1543,7996,4641,9294,13,9436.138153701502
10158,8,16.6,9185,0.102986542,2013,117.9466,1550,7996,3980,9294,23,5383.446789998041
10159,8,15.1,9185,0.05263512,736,244.2512,1543,7996,4641,9294,13,8684.856604407305
10160,9,10.395,9185,0.112731284,1989,59.922,1543,7996,4641,9294,13,2080.8838550904757
10161,10,18.0,9185,0.047147628,1548,170.8422,1559,4655,5583,1559,35,10579.278243485087
10162,8,10.5,9185,0.019088324,726,185.924,1548,7996,4641,9294,18,7676.731799384097
10163,9,18.25,9185,0.015365323,1989,197.3084,1543,7996,4641,9294,13,7003.457293719304
10164,10,20.75,9185,0.089765562,186,194.6478,1543,7996,4641,9294,13,6890.8568495909085
10165,9,8.185,9185,0.046475348,2013,47.9692,1550,7996,4641,9294,16,1851.4000094231794
10166,9,9.5,5019,0.035144569,2013,171.8448,1550,7996,4641,9294,16,6772.524143897729
10167,10,15.3,5019,0.141879554,1084,215.1218,925,7996,5583,1805,22,1240.6179041180346
10168,9,19.35,5019,0.058279823,2013,237.4564,1546,4655,5583,1546,11,8718.304497014022
10169,9,9.395,9185,0.099321607,1989,104.928,1548,7996,4641,9294,18,4283.0983851367455
10170,9,20.1,9185,0.0148655,858,143.2154,1559,4655,5583,1559,35,8857.363197661454
10171,10,5.46,5019,0.179191782,2013,146.2786,925,7996,5583,1805,22,838.1128507356597
10172,10,18.35,9185,0.033265629,1136,152.334,1550,4655,3980,9294,21,6029.253299045258
10173,7,14.75,9185,0.089827705,1989,114.4518,1543,7996,4641,9294,13,4017.332359811469
10174,9,19.7,5019,0.030169768,736,103.799,925,7996,5583,1805,22,592.8946655373163
10175,10,18.6,9185,0.118848485,280,55.3588,1543,7996,4641,9294,13,1919.8341838663455
10176,9,20.25,5019,0.009000292555555556,1084,184.6924,1550,7996,4641,9294,16,7300.889063034126
10177,10,6.215,5019,0.049612318,1086,224.1062,1550,7996,4641,9294,16,8865.789541906846
10178,10,13.0,9185,0.083179333,1548,62.0194,1546,4655,5583,1546,11,2227.3559595294314
10179,9,11.5,9185,0.174497541,2013,128.8652,1543,7996,4641,9294,13,4527.773104708471
10180,10,9.105,9185,0.038541712,1548,33.09,1550,4655,3980,9294,21,1277.6568269998227
10181,9,11.5,9185,0.046123804,1989,118.6124,1550,7996,3980,9294,23,5420.277277395569
10182,9,6.13,9185,0.102768984,2013,54.7298,1543,7996,4641,9294,13,1898.0491704602794
10183,9,12.85,9185,0.033179231,1989,171.5422,1550,7996,3980,9294,23,7889.227920164692
10184,9,8.575,9185,0.023923093,726,105.528,1550,4655,3980,9294,21,4154.00286381565
10185,9,9.695,5019,0.047390108,1426,245.0144,1553,1553,5583,9294,33,9558.459472398616
10186,10,16.7,9185,0.070333939,2013,110.7912,1548,7996,4641,9294,18,4528.5230309131575
10187,9,5.5,9185,0.078832748,280,101.5016,925,7996,5583,1805,22,578.8026180121767
10188,10,11.8,9185,0.0238310344,858,177.2686,1550,7996,4641,9294,16,6993.486011433751
10189,9,6.235,9185,0.020181546,1548,260.1962,1553,1553,5583,9294,33,10172.415078624404
10190,9,16.25,9185,0.078153958,1084,91.3804,1550,7996,4641,9294,16,3561.085546457099
10191,10,13.65,9185,0.015898191,416,229.7668,1553,1553,5583,9294,33,8967.752724231137
10192,10,12.85,9185,0.09851376,1426,36.7164,1559,4655,5583,1559,35,2215.8837325525406
10193,9,19.7,5019,0.016297312,1084,186.3556,1543,7996,4641,9294,13,6608.0843723127555
10194,9,9.5,5019,0.022183497,736,196.9452,1543,7996,4641,9294,13,6986.848461923223
10195,9,19.7,9185,0.026958635,1548,98.5726,1546,4655,5583,1546,11,3572.094836841674
10196,10,10.8,9185,0.098331927,736,100.5042,1553,1553,5583,9294,33,3861.2185046852646
10197,10,15.85,5019,0.121879396,1086,61.222,1548,7996,4641,9294,18,2476.7971923247815
10198,9,9.6,9185,0.051758515,1989,259.462,1543,7996,4641,9294,13,9234.886042821407
10199,10,19.7,9185,0.04126841,726,80.6592,925,7996,5583,1805,22,458.66011329706026
10200,9,7.275,9185,0.027947642,1989,146.876,1550,7996,3980,9294,23,6739.570996017399
10201,9,8.195,9185,0.031581072,1086,93.4462,1543,7996,4641,9294,13,3274.0232194234245
10202,10,13.5,5019,0.12578499,1989,261.691,1546,4655,5583,1546,11,9612.992464390722
10203,9,20.2,9185,0.112299979,1548,126.4046,1550,7996,4641,9294,16,4949.286268759967
10204,10,11.15,5019,0.086417608,1989,168.679,1543,7996,4641,9294,13,5958.094840413213
10205,8,11.0,9185,0.054672984,858,101.0358,1559,4655,5583,1559,35,6202.693767881296
10206,9,8.6,9185,0.0693587,1548,89.9146,1553,1553,5583,9294,33,3449.850207964387
10207,10,16.6,9185,0.088053052,1084,117.0124,880,7996,3980,1805,35,655.7412366420368
10208,10,9.195,9185,0.107801614,1989,182.3634,1553,1553,5583,9294,33,7072.674300701279
10209,10,10.8,9185,0.08271731,1136,192.6504,1548,7996,4641,9294,18,7943.063786992904
10210,9,17.75,9185,0.014580169,2013,157.5262,1550,7996,3980,9294,23,7242.850231677623
10211,8,10.6,9185,0.035391991,858,86.8224,1543,7996,4641,9294,13,3037.881561176412
10212,9,7.935,9185,0.017153018,1136,48.135,1550,7996,4641,9294,16,1860.436613433947
10213,9,11.5,5019,0.125498428,1426,99.7358,1553,1553,5583,9294,33,3829.946957536177
10214,9,17.6,5019,0.041346719,1989,37.819,1553,1553,5583,9294,33,1431.9893514330674
10215,10,11.65,5019,0.010980551,736,110.7544,1543,7996,4641,9294,13,3896.6838168523354
10216,10,12.85,9185,0.033355494,2013,198.5768,1546,4655,5583,1546,11,7275.444125484108
10217,9,14.3,9185,0.122548032,1136,122.173,1550,7996,4641,9294,16,4780.411672780419
10218,8,12.6,9185,0.024232347,1136,36.1874,1550,4655,3980,9294,21,1400.1523309416998
10219,9,8.67,9185,0.065806717,726,144.6128,1543,7996,4641,9294,13,5097.298105475904
10220,9,6.825,5019,0.046707264,1084,151.9998,1550,4655,3980,9294,21,6013.021974098422
10221,10,20.7,5019,0.12677410890000002,1426,118.6466,1550,7996,4641,9294,16,4640.029052785322
10222,9,10.195,9185,0.051741591,416,35.2558,1550,4655,3980,9294,21,1362.12135863612
10223,9,5.905,9185,0.045643611,1084,222.0456,1550,7996,4641,9294,16,8783.967818416919
10224,9,5.765,9185,0.081615145,1086,38.6164,1559,4655,5583,1559,35,2333.043002071253
10225,10,10.895,9185,0.026989658,1426,107.728,1546,4655,5583,1546,11,3909.442922042547
10226,9,7.52,9185,0.055439323,2013,130.0994,1543,7996,4641,9294,13,4579.0132134370015
10227,8,6.405,9185,0.136300946,1989,126.0678,1550,7996,3980,9294,23,5758.079851644286
10228,9,12.5,9185,0.018833177,858,97.8384,1553,1553,5583,9294,33,3765.6802165231134
10229,9,18.2,5019,0.026211917,1086,241.3196,1543,7996,4641,9294,13,8587.135395098312
10230,9,5.19,9185,0.042585419,1426,196.911,1553,1553,5583,9294,33,7656.028630637489
10231,9,7.05,5019,0.055671183,416,222.3088,1548,7996,4641,9294,18,9191.996647816073
10232,7,9.035,5019,0.173436917,736,150.0708,1550,7996,4641,9294,16,5888.655347673253
10233,9,7.0,9185,0.253421913,1084,106.228,925,7996,5583,1805,22,605.2305498951238
10234,9,7.72,9185,0.121419594,2013,120.244,1553,1553,5583,9294,33,4631.594321205501
10235,10,9.895,5019,0.02858175,1084,116.4492,1559,4655,5583,1559,35,7171.635966920124
10236,9,6.195,5019,0.10935376,1086,120.4098,1550,7996,4641,9294,16,4711.053581637057
10237,10,6.615,5019,0.092114847,1084,248.7408,1550,4655,3980,9294,21,9909.066102150036
10238,8,9.695,9185,0.113844617,858,157.8604,1553,1553,5583,9294,33,6107.721393434113
10239,9,7.865,9185,0.060763988,186,164.0526,1559,4655,5583,1559,35,10148.693324509672
10240,10,9.3,9185,0.089368341,1084,143.8786,1546,4655,5583,1546,11,5237.11255208566
10241,9,7.1,9185,0.18413701,2013,172.808,925,7996,5583,1805,22,992.7347053099396
10242,9,13.1,9185,0.07492586,1136,75.3354,1550,7996,4641,9294,16,2926.8821849339574
10243,8,11.5,9185,0.014890695,269,174.108,1548,7996,4641,9294,18,7183.7073372238665
10244,9,6.825,5019,0.046595951,1084,153.0998,1553,1553,5583,9294,33,5927.85278710955
10245,9,6.52,9185,0.044697626,1084,166.5842,1548,7996,4641,9294,18,6858.0773499068
10246,10,8.26,9185,0.034404287,362,113.5834,1550,7996,3980,9294,23,5188.9306523934165
10247,9,6.195,5019,0.108844791,1086,118.5098,1559,4655,5583,1559,35,7287.2600644591
10248,9,15.85,5019,0.007111808,1989,39.348,1559,4655,5583,1559,35,2385.910109153885
10249,8,17.85,9185,0.037643694,726,192.0188,1559,4655,5583,1559,35,11916.653649203065
10250,10,15.0,9185,0.118890636,1989,227.9694,1550,7996,3980,9294,23,10513.996856676245
10251,8,9.6,9185,0.036358713,2013,140.0154,1548,7996,4641,9294,18,5749.813435064422
10252,10,10.695,5019,0.127986136,1136,120.344,1548,7996,4641,9294,18,4921.50250245399
10253,9,9.6,9185,0.024477166,858,189.6214,1550,7996,3980,9294,23,8738.386183178112
10254,10,9.5,5019,0.133086933,1426,230.1668,1546,4655,5583,1546,11,8436.895184413352
